Title,Rental_Price,Location,Beds,Baths,Super Built-up Area,Status,Furnished Status,Rental Value,Address,Furnishing,link,Balconies,Carpet Area,Project,Floor,Facing,Lift,Age Of Construction,Security Deposit,Landmarks,Flooring,Overlooking,Age of Construction,Water Availability,Status of Electricity,Price,Developer,Additional Rooms,Amenities,Price per sqft,Configuration,Tower & Unit,Balcony,Floors allowed for construction,Covered Parking,Lifts,Car parking,Authority Approval,Bed,Tower,Unit,Bath,Type of Ownership,RERA ID,Plot Area,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved
"2 BHK Flat 750 Sq-ft For Rent in Samrajya Tower,","₹24,500","Bodakdev, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹24,500|₹200Monthly Maintenance","nr manav mandir, Bodakdev, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Bodakdev-in-Ahmedabad&id=4d423739373837383033,,750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Samrajya Tower,5(Out of 9 Floors),,,Above 20 years,"₹24, 500",,,,Above 20 years,,,₹ 3.47 Cr - ₹ 4.50 Cr,,,,,,,1.0,,,,,,,,,,,,,,,,,
"2 BHK Flat 150 Sq-yrd For Rent in Devnandan Altezza,","₹12,000","Chandkheda, Ahmedabad",2.0,2.0,150sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,Immediately,Unfurnished,"₹12,000","New. C.G.Road, Chandkheda, Chandkheda, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/2-BHK-150-Sq-yrd-Multistorey-Apartment-FOR-Rent-Chandkheda-in-Ahmedabad&id=4d423439323636353937,3.0,,Devnandan Altezza,2(Out of 9 Floors),East,,5 to 10 years,"₹30, 000",Near Poddar International School,Vitrified,Main Road,5 to 10 years,,,₹ 59.7 Lac - ₹ 72.0 Lac,Devnandan Builders Pvt. Ltd.,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Cafeteria/Food Court,Maintenance Staff,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House",,2 BHK Flat,,,,,,,,,,", 108 Units",,,,,,,,,
3 BHK Flat 1435 Sq-ft For Rent in,"₹28,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹28,000","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1435-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423833323837303831,,780sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,,3(Out of 14 Floors),East,2.0,,"₹56, 000","sobo center, sp ring road, safal parisar road",Vitrified,"Garden/Park, Main Road",,24 Hours Available,No/Rare Powercut,,,Store,,,,,1.0,1.0,1.0,2.0,1 Covered,,,,,,,,,,,,,
"3 BHK 1250 Sq-ft Flat/Apartment  For Rent in Rajyash Samarth Stanza,","₹22,000","Shela, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹22,000","Stanza club O7 shela Ahmedabad, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423639313133323739,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,Rajyash Samarth Stanza,11(Out of 14 Floors),East,2.0,,"₹36, 000",club O7 shela Ahmedabad,Vitrified,Main Road,New Construction,24 Hours Available,No/Rare Powercut,₹ 70.0 Lac Onwards,Rajyash Group,Store,"Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Meditation Area,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Early Learning Centre,AEROBICS ROOM,CCTV Camera,Grand Entrance lobby,Jogging and Strolling Track,DTH Television Facility,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up","₹ 5,040 - ₹ 5,600",3 BHK Flats,"4 Towers , 316 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
2 BHK Flat 145 Sq-yrd For Rent in,"₹25,000","Nehru Nagar, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹25,000|₹200Monthly Maintenance","Ahmedabad, Nehru Nagar, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-145-Sq-yrd-Multistorey-Apartment-FOR-Rent-Nehru-Nagar-in-Ahmedabad&id=4d423633323333383035,,125sqyrdsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹200/sqyrd,,2(Out of 5 Floors),,,,"₹50, 000",,,,,,,,,Puja Room,,,,,1.0,,,,,,,,,,,,,,,,,
"3 BHK 2164 Sq-ft Flat/Apartment  For Rent in HN Olive Greens,","₹38,000","Vaishnodevi Circle, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹38,000|₹2Per sq. Unit Monthly Maintenance","Sarkhej Gandhinagar Highway, Ahmedabad, Vaishnodevi Circle, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-2164-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423830383132323235,,1095sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,HN Olive Greens,12(Out of 14 Floors),East,2.0,,"₹76, 000",Vaishnodevu circle,Vitrified,Garden/Park,,24 Hours Available,No/Rare Powercut,₹ 1.17 Cr - ₹ 2.20 Cr,HN Safal,"Puja Room, Study, Store","Aesthetically designed landscape garden,Indoor Games Room,Kids play area,Mini Cinema Theatre,Gymnasium,Swimming Pool,Lift","₹ 6,500 - ₹ 7,000","3, 4 BHK Multistorey Apartment | Commercial Showroom","3 Towers , 556 Units",1.0,20.0,2.0,2.0,,,,,,,,,,,,,,
"3 BHK 1660 Sq-ft Flat/Apartment  For Rent in Takshashila AIR,","₹35,000","Ellisbridge, Ahmedabad",3.0,3.0,1660sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹21/sqft,Immediately,Semi-Furnished,"₹35,000|₹8,000Monthly Maintenance","Behind Town Hall, Ellisbridge, Ahmedabad, Ellisbridge, Ahmedabad - Central, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1660-Sq-ft-Multistorey-Apartment-FOR-Rent-Ellisbridge-in-Ahmedabad&id=4d423832323739383037,,,Takshashila AIR,10(Out of 24 Floors),East,2.0,,"₹70, 000",Very good property need to visit once,Vitrified,"Pool, Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 1.18 Cr - ₹ 2.37 Cr,Takshashila Group,Store,"Fire Fighting Equipment,Indoor Games Room,Flower Gardens,Library,CCTV Camera,Grand Entrance lobby,Skydeck,Infinity Swimming Pool,Jogging and Strolling Track,Piped Gas,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,Service/Goods Lift,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift,Power Back Up","₹ 6,549 - ₹ 6,801",3 BHK Flats,"2 Towers , 196 Units",1.0,,,2.0,,,,,,,,,,,,,,
2 BHK Flat 1214 Sq-ft For Rent in,"₹40,000","Shantigram, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹40,000","Shantigram, Ahmedabad, Shantigram, Ahmedabad, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1214-Sq-ft-Multistorey-Apartment-FOR-Rent-Shantigram-in-Ahmedabad&id=4d423832323734383937,2.0,840sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹48/sqft,,5(Out of 22 Floors),North,2.0,,"₹80, 000",Shantigram aster vaishnodevi circle shopper plaza market.,"Mosaic, Vitrified","Garden/Park, Pool, Main Road",,24 Hours Available,No/Rare Powercut,,,"Puja Room, Study, Store",,,,,,20.0,2.0,2.0,2 Covered,,,,,,,,,,,,,
"2 BHK 1305 Sq-ft Flat/Apartment  For Rent in Smarana,","₹30,000","Vejalpur, Ahmedabad",2.0,2.0,1305sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,Immediately,Semi-Furnished,"₹30,000|₹1,500Monthly Maintenance","Vejalpur, Ahmedabad, Vejalpur, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1305-Sq-ft-Multistorey-Apartment-FOR-Rent-Vejalpur-in-Ahmedabad&id=4d423639303334343839,,,Smarana,2(Out of 5 Floors),East,1.0,10 to 15 years,"₹60, 000",Bakeri city,Vitrified,,10 to 15 years,24 Hours Available,No/Rare Powercut,₹ 44.0 Lac - ₹ 75.0 Lac,Bakeri Group,None of these,"Kids Play Area,Indoor Games Room,Jogging and Strolling Track,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Lift","₹ 4,444 - ₹ 4,808","2, 3 BHK Flats","1 Tower , 370 Units",1.0,,,,,,,,,,,,,,,,,
"3 BHK  1200 Sq-ft For Rent in Hari Om Residency,","₹30,000","Ghuma, Ahmedabad",3.0,3.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Immediately,Semi-Furnished,"₹30,000","Ghuma, Ahmedabad, Ghuma, Ahmedabad - Ahmedabad Suburban, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Residential-House-FOR-Rent-Ghuma-in-Ahmedabad&id=4d423832383231393737,3.0,,,,East,,5 to 10 years,"₹60, 000","Iscon Flower, Besides, Ghuma",Marble,Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 60.7 Lac - ₹ 68.0 Lac,,Store,,,,,,1.0,1.0,,1 Covered,,,,", 53 Units",,,,,,,,,
2 BHK Flat 1350 Sq-ft For Rent in,"₹30,000","Memnagar, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹30,000","Memnagar, Ahmedabad., Memnagar, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Rent-Memnagar-in-Ahmedabad&id=4d423833323837313239,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,,7(Out of 12 Floors),East,2.0,10 to 15 years,"₹60, 000",gurukul memnagar road,Vitrified,"Garden/Park, Main Road",10 to 15 years,24 Hours Available,No/Rare Powercut,,,"Puja Room, Study, Store",,,,,1.0,1.0,1.0,2.0,"1 Covered, 1 Open",,,,,,,,,,,,,
"2 BHK 1085 Sq-ft Flat/Apartment  For Rent in Shilp Ananta,","₹35,000","Shela, Ahmedabad",2.0,2.0,,Immediately,Furnished,"₹35,000","Club O7 Road, Shela, Ahmedabad - Ahmedabad Suburban, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1085-Sq-ft-Multistorey-Apartment-FOR-Rent-Shela-in-Ahmedabad&id=4d423831343634363137,,650sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,Shilp Ananta,1(Out of 14 Floors),East,2.0,,"₹70, 000","Club O7, Apollo International School",Vitrified,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 51.8 Lac Onwards,Shilp Group,None of these,"Lawn with pathway,Aesthetically designed landscape garden,Community entrance gate,Meditation Area,Library And Business Centre,Infinity Swimming Pool,Mini Cinema Theatre,Banquet Hall,Security,Reserved Parking,Gymnasium,Lift,Power Back Up","₹ 3,862 - ₹ 4,608",2 BHK Flats,"10 Towers , 621 Units",,,1.0,2.0,1 Covered,,,,,,,,,,,,,
"3 BHK 1520 Sq-ft Flat/Apartment  For Rent in Ralsi Maighar Residency,","₹21,000","Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹21,000|₹2,000Monthly Maintenance","Bopal, Ahmedabad, Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1520-Sq-ft-Multistorey-Apartment-FOR-Rent-Bopal-in-Ahmedabad&id=4d423833303137393733,,836sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,Ralsi Maighar Residency,1(Out of 10 Floors),East,1.0,,"₹42, 000",The property is very close to  saigreen  valley 3 and  DPS school road,"Ceramic Tiles, Granite, Vitrified",Main Road,New Construction,24 Hours Available,No/Rare Powercut,₹ 56.1 Lac Onwards,Ralsi Developers,Study,"Community entrance gate,Cycling & Jogging Track,Indoor Games Room,Kids play area,CCTV Camera,Multipurpose Hall,Banquet Hall,Security,Reserved Parking,Gymnasium,Club House,Lift",,3 BHK Flat,"3 Towers , 310 Units",1.0,14.0,1.0,,,,,,,,,,,,,,,
"3 BHK 1900 Sq-ft Flat/Apartment  For Rent in Vashikaa Param,","₹35,000","Chandkheda, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹35,000|₹2,500Monthly Maintenance","Chandkheda, Ahmedabad, Chandkheda, Ahmedabad - North, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Rent-Chandkheda-in-Ahmedabad&id=4d423833373536363739,2.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹29/sqft,Vashikaa Param,4(Out of 10 Floors),East,2.0,,"₹70, 000",h b kapdiya school chandkheda,Normal Tiles/Kotah Stone,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 59.4 Lac - ₹ 72.0 Lac,Vashikaa Buildcon,Store,"Cricket net practice,Fire Fighting Equipment,Multipurpose Courts,Indoor Games Room,Kids play area,CCTV Camera,Large Open space,Garden View,Jogging and Strolling Track,Security,Reserved Parking,Gymnasium",,,"2 Towers , 84 Units",,10.0,1.0,2.0,,,,,,,,,,,,,,
"3 BHK 1376 Sq-ft Flat/Apartment  For Rent in HN Safal Marigold,","₹24,000","South Bopal, Ahmedabad",3.0,3.0,,Immediately,Semi-Furnished,"₹24,000","Sobo center South Bopal Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1376-Sq-ft-Multistorey-Apartment-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423639313132393935,,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹30/sqft,HN Safal Marigold,9(Out of 12 Floors),East,2.0,,"₹50, 000",sobo center South Bopal,Vitrified,Garden/Park,New Construction,24 Hours Available,No/Rare Powercut,₹ 55.1 Lac - ₹ 97.1 Lac,HN Safal,Store,"Fire Fighting Equipment,Kids Play Area,Kids Club,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,CCTV Camera,Multipurpose Hall,Health club with Steam / Jaccuzi,Earth quake resistant,Piped Gas,RO Water System,Internet/Wi-Fi Connectivity,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 4,724 - ₹ 5,814","2, 3 BHK Flats","8 Towers , 488 Units",1.0,,1.0,2.0,,,,,,,,,,,,,,
"4 BHK  3884 Sq-ft For Rent in Aarohi Royale,","₹65,000","South Bopal, Ahmedabad",4.0,3.0,,Immediately,Furnished,"₹65,000|₹2,000Monthly Maintenance","South Bopal, Ahmedabad, South Bopal, Ahmedabad - West, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3884-Sq-ft-Residential-House-FOR-Rent-South-Bopal-in-Ahmedabad&id=4d423639313034353637,,2550sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹25/sqft,,2(Out of 2 Floors),East,,5 to 10 years,₹1.3 Lac,SoBo Centre,Vitrified,Garden/Park,5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 4.50 Cr Onwards,,"Puja Room, Store",,,4 BHK Villas,,1.0,,1.0,,1 Covered,,,,", 25 Units",,,,,,,,,
4 BHK Flat 3000 Sq-ft For Rent in,"₹30,000","Status Tower, Ahmedabad",4.0,4.0,,Immediately,Semi-Furnished,"₹30,000","opp Doordarshan Kendra, nr Sal Hospital, Nilmani Society, Thaltej, Ahmedabad, Gujarat 380054, Ahmedabad, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Ahmedabad&id=4d423833313534343835,3.0,2400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹13/sqft,,7(Out of 10 Floors),North - East,,,"₹60, 000",durdarsan kendra,,Main Road,,,,,,Store,,,,,,,,,,,,,,,,,,,,,,
"2 BHK 1200 Sq-ft Flat/Apartment  For Rent in Rajyash Rains,","₹22,000","Vasna, Ahmedabad",2.0,2.0,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹18/sqft,Immediately,Semi-Furnished,"₹22,000|₹12,000Monthly Maintenance","Ahmedabad Gujarat, Vasna, Ahmedabad - South, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Rent-Vasna-in-Ahmedabad&id=4d423830303335313033,,,Rajyash Rains,6(Out of 7 Floors),East,2.0,,"₹44, 000",,Vitrified,"Pool, Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 86.7 Lac - ₹ 1.15 Cr,Rajyash Group,Store,"Fire Fighting Equipment,Kids play area,Fire Sprinklers,CCTV Camera,Grand Entrance lobby,Waste Disposal,Water Storage,Reserved Parking,Gymnasium,Rain Water Harvesting,Lift,Power Back Up",,"2, 3 BHK Flat","4 Towers , 134 Units",1.0,,,2.0,,,,,,,,,,,,,,
2 BHK 900 Sq-ft Flat/Apartment  For Rent in,"₹24,000","Vaishnodevi Circle, Ahmedabad",2.0,2.0,,Immediately,Semi-Furnished,"₹24,000","Vaishnodevi Circle, Ahmedabad - North, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423833363734343239,,697sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹34/sqft,,1(Out of 22 Floors),,,Less than 5 years,,,,,Less than 5 years,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
"3 BHK 1876 Sq-ft Flat/Apartment  For Rent in HN Safal Orchid Harmony,","₹60,000","Sardar Patel Ring Road, Ahmedabad",3.0,3.0,,Immediately,Furnished,"₹60,000|₹4,000Monthly Maintenance","Sardar Patel Ring Road, Ahmedabad, Sardar Patel Ring Road, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/3-BHK-1876-Sq-ft-Multistorey-Apartment-FOR-Rent-Sardar-Patel-Ring-Road-in-Ahmedabad&id=4d423738393339313939,,1200sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,HN Safal Orchid Harmony,1(Out of 16 Floors),West,3.0,,₹1.2 Lac,"The property is closer to school, mall and hospital. very greenery ath","Vitrified, Wooden","Garden/Park, Pool, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 1.18 Cr - ₹ 1.45 Cr,HN Safal,Store,"Activity Deck4,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Dance Studio,Bank & ATM,AEROBICS ROOM,Kids play area,Entry Exit Gate,CCTV Camera,Multipurpose Hall,Earth quake resistant,Jogging and Strolling Track,Piped Gas,Conference Room,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 5,064 - ₹ 6,087","3, 4 BHK Flats","6 Towers , 192 Units",1.0,16.0,2.0,3.0,,,,,,,,,,,,,,
"4 BHK  3600 Sq-ft For Rent in Green Park,",₹1.0 Lac,"Sanathal, Ahmedabad",4.0,6.0,,Immediately,Furnished,"₹1 Lac|₹4,000Monthly Maintenance","Sanathal, Ahmedabad, Sanathal, Ahmedabad - South, Gujarat",Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Villa-FOR-Rent-Sanathal-in-Ahmedabad&id=4d423738393339393831,,3600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,East,,5 to 10 years,₹2.0 Lac,Near to schools and hospitals.,"Marble, Vitrified, Wooden","Garden/Park, Main Road",5 to 10 years,24 Hours Available,No/Rare Powercut,₹ 3.49 Cr - ₹ 3.75 Cr,,"Puja Room, Study, Store","Fire Fighting Equipment,Meditation Area,Kids Play Area,Indoor Games Room,Jogging and Strolling Track,DTH Television Facility,Laundry Service,Waste Disposal,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 10,000 - ₹ 11,905",4 BHK Villas,,1.0,2.0,2.0,,2 Covered,,,,", 114 Units",,,,,,,,,
"4 BHK  3827 Sq-ft For Rent in Shivalik Green View,","₹80,000","Shantigram, Ahmedabad",4.0,5.0,,Immediately,Semi-Furnished,"₹80,000","Shantigram, Ahmedabad, Shantigram, Ahmedabad, Gujarat",Semi-Furnished,https://www.magicbricks.com/propertyDetails/4-BHK-3827-Sq-ft-Penthouse-FOR-Rent-Shantigram-in-Ahmedabad&id=4d423832353630323535,2.0,2565sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹31/sqft,Shivalik Green View,13(Out of 14 Floors),East,2.0,,₹5.0 Lac,"Kd hospital, vaishnodevi circle, giis, gems, sg sp road, godrej city.",Vitrified,"Garden/Park, Main Road",New Construction,24 Hours Available,No/Rare Powercut,₹ 1.19 Cr - ₹ 2.78 Cr,Shivalik Group,"Puja Room, Study, Store","CCTV Camera,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Lift,Power Back Up",,"3, 4 BHK Flat | 4 BHK Penthouse","5 Towers , 256 Units",,1.0,3.0,2.0,,,,,,,,,,,,,,
"3 BHK 1905 Sq-ft Flat/Apartment  For Rent in Pacifica Reflections,","₹35,000","Vaishnodevi Circle, Ahmedabad",3.0,3.0,,Immediately,Unfurnished,"₹35,000|₹2Per sq. Unit Monthly Maintenance","Vaishnodevi Circle, Ahmedabad, Vaishnodevi Circle, Ahmedabad - North, Gujarat",Unfurnished,https://www.magicbricks.com/propertyDetails/3-BHK-1905-Sq-ft-Multistorey-Apartment-FOR-Rent-Vaishnodevi-Circle-in-Ahmedabad&id=4d423830383132393339,2.0,1047sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹33/sqft,Pacifica Reflections,9(Out of 14 Floors),East,2.0,,"₹70, 000","Vaishnodevi circle, ahmedabad, gujarat",Vitrified,"Garden/Park, Main Road",Less than 5 years,24 Hours Available,No/Rare Powercut,₹ 72.8 Lac - ₹ 1.50 Cr,Pacifica Companies,"Puja Room, Study, Store","Provision for power backup,Community Hall,Aesthetically designed landscape garden,Fire Fighting Equipment,Cycling & Jogging Track,Multipurpose Courts,Indoor Squash & Badminton Courts,Indoor Games Room,Event Space & Amphitheatre,Bank & ATM,Shopping center,Library,Kids play area,Water Front,Fireplace,CCTV Camera,Multipurpose Hall,Sea facing,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up","₹ 3,769 - ₹ 5,965","2, 3 BHK Flats","5 Towers , 468 Units",,20.0,1.0,2.0,,,,,,,,,,,,,,
