Title,Rental_Price,Location,Beds,Baths,Balcony,Carpet Area,Developer,Project,Floor,Status,Facing,Furnished Status,Age Of Construction,Rental Value,Address,Landmarks,Furnishing,Flooring,Overlooking,Age of Construction,Amenities,Price,Price per sqft,Configuration,Tower & Unit,link,Super Built-up Area,Security Deposit,Balconies,Covered Parking,Additional Rooms,Lift,Car parking,Water Availability,Status of Electricity,Floors allowed for construction,Bed,Bath,Lifts,Unit,Tower,Authority Approval,Type of Ownership,RERA ID,Plot Area,No of Open Sides,Any Construction done,Boundary Wall,Transaction Type,Additional Features,Approved,Floors allowed,Floor allowed
"2 BHK Flat 1012 Sq-ft For Rent in Sobha Dream Acres,","₹51,000","Panathur, Bangalore",2.0,2.0,1.0,,SOBHA Limited,Sobha Dream Acres,6(Out of 14 Floors),Immediately,East,Semi-Furnished,New Construction,"₹51,000","Wing 23, sobha dream acres, balagare, bengaluru karnataka., Panathur, Bangalore - East, Karnataka",,Semi-Furnished,,"Garden/Park, Pool, Main Road",New Construction,"Fire Fighting Equipment,Cycling & Jogging Track,Activity Deck4,Retail Boulevard (Retail Shops),Rentable Community Space,Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Guest Accommodation,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Dance Studio,Concierge Services,Bank & ATM,Coffee Lounge & Restaurants,Canopy Walk,Barbeque Pit,Arts & Craft Studio,AEROBICS ROOM,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.29 Cr - ₹ 1.30 Cr,"₹ 5,892 - ₹ 20,661",2 BHK Flats,"28 Towers , 6500 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1012-Sq-ft-Multistorey-Apartment-FOR-Rent-Panathur-in-Bangalore&id=4d423833373739383337,1012sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹50/sqft,,,1.0,Puja Room,,"1 Covered, 1 Open",,,,,,,,,,,,,,,,,,,,
2 BHK Builder Floor 950 Sq-ft For Rent in,"₹15,000","Laggere, Bangalore",2.0,2.0,,,,,1(Out of 3 Floors),,,Furnished,,"₹15,000","Laggere, Bangalore - West, Karnataka",,Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Laggere-in-Bangalore&id=4d423833373733343433,950sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹16/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1975 Sq-ft Flat/Apartment  For Rent in Corporate Leisure,","₹85,000","Iblur Village, Bangalore",3.0,3.0,,1500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹57/sqft,Corporate Leisure & Property Developments Pvt. Ltd.,Corporate Leisure,10(Out of 10 Floors),Immediately,East,Furnished,,"₹85,000|₹7,000Monthly Maintenance","Bellandur, opposite to navy technologies office, outer ring road, bangalore, Iblur Village, Bangalore - Central, Karnataka",navy technologiesecoworldecospace,Furnished,Vitrified,"Garden/Park, Main Road",10 to 15 years,"Fire Fighting Equipment,Cycling & Jogging Track,Rentable Community Space,Outdoor Tennis Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Conference Room,Bar/Lounge,Banquet Hall,Laundry Service,Waste Disposal,Visitor Parking,Service/Goods Lift",₹ 1.63 Cr - ₹ 2.15 Cr,,,"17 Towers , 1020 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1975-Sq-ft-Multistorey-Apartment-FOR-Rent-Iblur-Village-in-Bangalore&id=4d423833373538343931,,₹3.0 Lac,3.0,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,10.0,,,2.0,,,,,,,,,,,,,,
"3 BHK Flat 1600 Sq-ft For Rent in Keerthi Signature,","₹38,500","Whitefield, Bangalore",3.0,2.0,,,Keerthi Estates,Keerthi Signature,3(Out of 7 Floors),Immediately,East,Semi-Furnished,5 to 10 years,"₹38,500","opposite prestige Shantiniketan, Whitefield, Bangalore - East, Karnataka",,Semi-Furnished,,Main Road,5 to 10 years,"Rentable Community Space,Outdoor Tennis Courts,Kids Play Area,Indoor Squash & Badminton Courts,Flower Gardens,Maintenance Staff,Visitor Parking,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 2.06 Cr - ₹ 2.74 Cr,,3 BHK Flat,"2 Towers , 182 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Rent-whitefield-in-Bangalore&id=4d423336333136323637,1600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹24/sqft,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹12,000","Gowda Muniswamy Garden, Bangalore",2.0,2.0,1.0,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,3(Out of 4 Floors),Immediately,East,Unfurnished,New Construction,"₹12,000","20th A cross pipe line road.Near Chavara church, Gowda Muniswamy Garden, Bangalore - Central, Karnataka",Near  Chavara Church,Unfurnished,Vitrified,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Residential-House-FOR-Rent-Gowda-Muniswamy-Garden-in-Bangalore&id=4d423534353339303031,,₹1.0 Lac,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,Call for Rent,Devasandra Main Road,2.0,2.0,,600sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,,,,Immediately,,Semi-Furnished,New Construction,,"devasandra k r puram Bangalore, Devasandra Main Road, Bangalore - East, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Devasandra-Main-Road-in-Bangalore&id=4d423637363638353331,,₹1.0 Cr,,,,,,,,,,,,,,,,,,,,,,,,,
"4 BHK  4033 Sq-ft For Rent in Prestige Lakeside Habitat,",₹1.9 Lac,"Gunjur, Bangalore",4.0,6.0,,2800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹66/sqft,,,,Immediately,East,Semi-Furnished,5 to 10 years,"₹1.9 Lac|₹20,000Monthly Maintenance","282, sh 35 gunjur village  bangalore-560087, Gunjur, Bangalore - East, Karnataka",Bellandur  Outer ring road  Sarjapur road  HSR Layout  Marathahalli  Kasavanahalli  Harlur road Munnekalolu  Koikondrahalli  Bellandur gate Doddakannelli  Devarabisanahalli  Kadubisnahalli,Semi-Furnished,"Granite, Vitrified",Garden/Park,5 to 10 years,"Banquet Hall,Waste Disposal,Intercom Facility,Visitor Parking,Air Conditioned,Service/Goods Lift,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 1.40 Cr - ₹ 2.30 Cr,"₹ 11,513 - ₹ 13,897","2, 3 BHK Flats","11 Towers , 106 Units",https://www.magicbricks.com/propertyDetails/4-BHK-4033-Sq-ft-Villa-FOR-Rent-Gunjur-in-Bangalore&id=4d423833303230333537,,"₹75, 000",3.0,2.0,"Study, Servant Room",,2 Covered,24 Hours Available,No/Rare Powercut,2.0,,,,,,,,,,,,,,,,,
"2 BHK 1291 Sq-ft Flat/Apartment  For Rent in Ahad Opus,","₹46,000","Carmelaram, Bangalore",2.0,2.0,,,Ahad Builders,Ahad Opus,11(Out of 17 Floors),,East,Semi-Furnished,Less than 5 years,"₹46,000|₹5,000Monthly Maintenance","Sarjapur Road, Bangalore, Carmelaram, Bangalore - East, Karnataka","Ahad Opus Rd, Carmelaram, Hadosiddapura, Chikkakannalli, Bengaluru, Karnataka 560035",Semi-Furnished,Vitrified,Garden/Park,Less than 5 years,"Kids Play Area,Indoor Games Room,Event Space & Amphitheatre,Multipurpose Hall,Grand Entrance lobby,Gymnasium,Swimming Pool",₹ 1.24 Cr - ₹ 2.02 Cr,,2 BHK Flats,"3 Towers , 232 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1291-Sq-ft-Multistorey-Apartment-FOR-Rent-Carmelaram-in-Bangalore&id=4d423833363734353839,1291sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,₹2.3 Lac,2.0,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,20.0,,,2.0,,,,,,,,,,,,,,
3 BHK  3500 Sq-ft For Rent in,"₹70,000","Yelahanka, Bangalore, Bangalore",3.0,4.0,,,,,,Immediately,,Semi-Furnished,,"₹70,000","Bangalore - North, Karnataka",,Semi-Furnished,,,,,,,,,https://www.magicbricks.com/propertyDetails/3-BHK-3500-Sq-ft-Villa-FOR-Rent-Yelahanka-in-Bangalore&id=4d423637363730383233,3500sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹20/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 2678 Sq-ft Flat/Apartment  For Rent in Phoenix Kessaku,",₹3.3 Lac,"Rajaji Nagar, Bangalore",3.0,3.0,,1874sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹176/sqft,The Phoenix Mills Ltd.,Phoenix Kessaku,14(Out of 30 Floors),Immediately,East,Furnished,,"₹3.3 Lac|₹21,424Monthly Maintenance","No.1, Dr Rajkumar Rd, Opp. Sheraton Hotel, Rajajinagar, Bengaluru, Karnataka, Rajaji Nagar, Bangalore - Central, Karnataka",Near Orion mall,Furnished,Vitrified,"Garden/Park, Main Road",5 to 10 years,"Badminton court,Fire Fighting Equipment,Multipurpose Courts,Kids Play Pool With Water Slides,Indoor Squash & Badminton Courts,Indoor Games Room,Kids play area,CCTV Camera,Guest lobby in each floor,Solar Energy,Multipurpose Hall,Grand Entrance lobby,Large Open space,Large Clubhouse,Located in the Heart of city,Health club with Steam / Jaccuzi,Theme based Architectures,Earth quake resistant,Skydeck,Pool with temperature control,Infinity Swimming Pool,Mini Cinema Theatre,Private jaccuzi,Private pool,Outdoor Tennis Courts,Jogging and Strolling Track,Piped Gas,Conference Room,Cafeteria/Food Court,Bar/Lounge,Banquet Hall,RO Water System,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Water Storage,Security,Reserved Parking,Park,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 9.13 Cr - ₹ 43.39 Cr,"₹ 20,492 - ₹ 42,778","3, 4, 5, 6, 8 BHK Flats","5 Towers , 781 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2678-Sq-ft-Multistorey-Apartment-FOR-Rent-Rajaji-Nagar-in-Bangalore&id=4d423833303230333439,,₹19.2 Lac,2.0,2.0,"Puja Room, Store, Servant Room",2.0,,24 Hours Available,No/Rare Powercut,20.0,,,2.0,,,,,,,,,,,,,,
"2 BHK Flat 1229 Sq-ft For Rent in DSR Parkway,","₹55,000","Sarjapur Road, Bangalore",2.0,2.0,,,DSR Infrastructure Pvt. Ltd.,DSR Parkway,14(Out of 14 Floors),,,Semi-Furnished,,"₹55,000","Sarjapur Road, Bangalore - South, Karnataka",,Semi-Furnished,,,,"Indoor Squash & Badminton Courts,Indoor Games Room,Kids play area,Multipurpose Hall,Large Clubhouse,Skydeck,Infinity Swimming Pool,Intercom Facility,Security,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.57 Cr - ₹ 2.31 Cr,"₹ 7,796 - ₹ 14,209","2, 3 BHK Flats","4 Towers , 781 Units",https://www.magicbricks.com/propertyDetails/2-BHK-1229-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423833363734353439,1229sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,,,,,,,,,,,,,,,,,,,,,,,,,,
2 BHK Residential House  For Rent,"₹8,500",Nagawara,2.0,3.0,1.0,900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹9/sqft,,,,Immediately,,Semi-Furnished,Less than 5 years,"₹8,500|₹1,000Monthly Maintenance","5621, 1st Cross, 9th Main, Sandegappa Layout, Veeranapalya, AC post, Nagawara, Bangalore - North, Karnataka",,Semi-Furnished,,,Less than 5 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-900-Sq-ft-Residential-House-FOR-Rent-Nagawara-in-Bangalore&id=4d423633323234333331,,"₹5, 000",,,,,,,,,,,,,,,,,,,,,,,,,
"3 BHK 1850 Sq-ft Flat/Apartment  For Rent in Mantri Flora,","₹95,000","Sarjapur Road, Bangalore",3.0,3.0,,1750sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹54/sqft,Mantri Developers Pvt. Ltd.,Mantri Flora,7(Out of 10 Floors),Immediately,East,Semi-Furnished,Less than 5 years,"₹95,000","sarjapur road, Sarjapur Road, Bangalore - South, Karnataka",,Semi-Furnished,Vitrified,"Garden/Park, Main Road, Pool",Less than 5 years,"Fire Fighting Equipment,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Piped Gas,Banquet Hall,RO Water System,Internet/Wi-Fi Connectivity,Maintenance Staff,Intercom Facility,Visitor Parking,Vaastu Compliant,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.35 Cr - ₹ 1.40 Cr,"₹ 8,359 - ₹ 8,669",3 BHK Flats,"5 Towers , 165 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1850-Sq-ft-Multistorey-Apartment-FOR-Rent-Sarjapur-Road-in-Bangalore&id=4d423833373538353031,,,2.0,,"Puja Room, Store, Servant Room, Study",,,,,,,,,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹16,000","NRI Layout, Bangalore",,,,,,,,Immediately,,Semi-Furnished,New Construction,"₹16,000|₹500Monthly Maintenance","No 243 12th main NRI Layout Ramamurthy nagar Bangalore 560016, NRI Layout, Bangalore - East, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-700-Sq-ft-Residential-House-FOR-Rent-NRI-Layout-in-Bangalore&id=4d423832383231353331,700sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹23/sqft,₹1.0 Lac,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK 2100 Sq-ft Flat/Apartment  For Rent in Brigade Lakefront,","₹95,000","EPIP Zone, Bangalore",3.0,3.0,,,Brigade Enterprises Ltd.,Brigade Lakefront,11(Out of 24 Floors),,East,Semi-Furnished,Less than 5 years,"₹95,000|₹8,500Monthly Maintenance","Whitefield, Bangalore, EPIP Zone, Bangalore - East, Karnataka","Brigade Lakefront Address Near SAP Labs, Seetharampalya - Hoodi Rd, EPIP Zone, Whitefield, Bengaluru, Karnataka, 560066",Semi-Furnished,"Vitrified, Wooden",Garden/Park,Less than 5 years,"Activity Deck4,Retail Boulevard (Retail Shops),Recreational Pool,Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Library And Business Centre,Kids Play Pool With Water Slides,Kids Play Area,Kids Club,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Early Learning Centre,Bank & ATM,Coffee Lounge & Restaurants,AEROBICS ROOM,Outdoor Tennis Courts,Piped Gas,Conference Room,Banquet Hall,Internet/Wi-Fi Connectivity,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 2.07 Cr - ₹ 5.97 Cr,,"2, 3, 4 BHK Flat","6 Towers , 336 Units",https://www.magicbricks.com/propertyDetails/3-BHK-2100-Sq-ft-Multistorey-Apartment-FOR-Rent-EPIP-Zone-in-Bangalore&id=4d423833343032343133,2100sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹45/sqft,₹5.0 Lac,2.0,1.0,Puja Room,1.0,1 Covered,24 Hours Available,No/Rare Powercut,20.0,,,,,,,,,,,,,,,,,
"2 BHK  800 Sq-ft For Rent in Brick and Land Garden and Skies,","₹22,000","Attibele, Bangalore",2.0,3.0,,,,,,Immediately,,Furnished,,"₹22,000","Attibele, Bangalore - South, Karnataka",,Furnished,,,,"Kids Play Pool With Water Slides,Kids Play Area,Multipurpose Hall,Jogging and Strolling Track,Conference Room,Waste Disposal,Maintenance Staff,Visitor Parking,Vaastu Compliant,Water Storage,Security,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 72.0 Lac - ₹ 1.10 Cr,"₹ 6,545 - ₹ 9,599",2 BHK Villas,,https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Rent-Attibele-in-Bangalore&id=4d423832323739303931,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹28/sqft,,,,,,,,,,,,,", 103 Units",,,,,,,,,,,,,
4 BHK  1900 Sq-ft For Rent in,"₹90,000","Phase 2nd JP Nagar, Bangalore",4.0,4.0,,,,,,Immediately,East,Semi-Furnished,10 to 15 years,"₹90,000","Phase 2nd JP Nagar, Bangalore - South, Karnataka",,Semi-Furnished,Ceramic Tiles,Main Road,10 to 15 years,,,,,,https://www.magicbricks.com/propertyDetails/4-BHK-1900-Sq-ft-Residential-House-FOR-Rent-JP-Nagar-Phase-2-in-Bangalore&id=4d423833313534383039,1900sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹47/sqft,₹6.0 Lac,2.0,1.0,,,1 Covered,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,
"3 BHK 1535 Sq-ft Flat/Apartment  For Rent in Sobha Silicon Oasis,","₹56,000","Hosa Road, Bangalore",3.0,3.0,1.0,,SOBHA Limited,Sobha Silicon Oasis,20(Out of 22 Floors),,East,Semi-Furnished,Less than 5 years,"₹56,000|₹6,000Monthly Maintenance","Hosa Rd, Doddanagamangala Village, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100, Hosa Road, Bangalore - South, Karnataka","Sobha Silicon Oasis  Doddanagamangala Rd, off Hosa Road, Lavakusha Nagar, Pragathi Nagar, Electronic City, Bengaluru, Karnataka 560100",Semi-Furnished,"Vitrified, Wooden",Garden/Park,Less than 5 years,"Fire Fighting Equipment,Kids Play Area,Multipurpose Hall,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,Waste Disposal,Intercom Facility,Visitor Parking,Security,Reserved Parking,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Power Back Up",₹ 1.99 Cr - ₹ 4.30 Cr,"₹ 7,647 - ₹ 17,778","2, 3 BHK Flats","11 Towers , 917 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1535-Sq-ft-Multistorey-Apartment-FOR-Rent-Hosa-Road-in-Bangalore&id=4d423833363734353139,1535sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹36/sqft,₹2.5 Lac,,1.0,None of these,2.0,1 Covered,24 Hours Available,No/Rare Powercut,20.0,,,2.0,,,,,,,,,,,,,,
1 BHK Residential House  For Rent,"₹80,000","Kodigehalli Thindlu Main Road, Bangalore",,,1.0,800sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹100/sqft,,,,Immediately,East,Semi-Furnished,New Construction,"₹80,000|₹500Monthly Maintenance","Kodigehalli Thindlu Main Road, Bangalore - North, Karnataka",,Semi-Furnished,,,New Construction,,,,,,https://www.magicbricks.com/propertyDetails/1-BHK-1000-Sq-ft-Residential-House-FOR-Rent-Kodigehalli-Thindlu-Main-Road-in-Bangalore&id=4d423833343032343231,,₹8.0 Lac,,,Puja Room,,,,,,1.0,1.0,,,,,,,,,,,,,,,
"3 BHK Flat 1500 Sq-ft For Rent in Paranjape Wind Fields,",Call for Rent,"Kempapura, Bangalore",3.0,2.0,1.0,1400sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham,Paranjape Schemes Construction Ltd.,Paranjape Wind Fields,3(Out of 4 Floors),Immediately,East,Semi-Furnished,5 to 10 years,,"Bangalore, Kempapura, Bangalore - Central, Karnataka",,Semi-Furnished,Granite,"Garden/Park, Main Road",5 to 10 years,"Fire Fighting Equipment,Cycling & Jogging Track,Retail Boulevard (Retail Shops),Outdoor Tennis Courts,Multipurpose Courts,Meditation Area,Kids Play Pool With Water Slides,Kids Play Area,Indoor Games Room,Guest Accommodation,Flower Gardens,Bank & ATM,Outdoor Tennis Courts,Jogging and Strolling Track,Conference Room,Cafeteria/Food Court,Banquet Hall,DTH Television Facility,Internet/Wi-Fi Connectivity,Laundry Service,Waste Disposal,Maintenance Staff,Intercom Facility,Visitor Parking,Service/Goods Lift,Vaastu Compliant,Private Terrace/Garden,Water Storage,Security,Reserved Parking,Park,Gymnasium,Swimming Pool,Club House,Rain Water Harvesting,Lift,Power Back Up",₹ 1.17 Cr - ₹ 2.58 Cr,,"1, 2, 3, 4 BHK Flat","5 Towers , 154 Units",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Rent-Kempapura-in-Bangalore&id=4d423633323237323531,,"₹50, 000",,,,,,24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
"4 BHK  2350 Sq-ft For Rent in Concorde Cuppertino,","₹90,000","Neeladri Nagar, Bangalore",4.0,4.0,,2350sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹38/sqft,,,,Immediately,,Semi-Furnished,5 to 10 years,"₹90,000","Neeladri Nagar, Bangalore - South, Karnataka",Opp wipro gate.,Semi-Furnished,,,5 to 10 years,"Cycling & Jogging Track,Outdoor Tennis Courts,Meditation Area,Indoor Squash & Badminton Courts,Indoor Games Room,Flower Gardens,Event Space & Amphitheatre,Barbeque Pit,AEROBICS ROOM,Multipurpose Hall,Outdoor Tennis Courts,Cafeteria/Food Court,Banquet Hall,Security,Reserved Parking,Gymnasium,Swimming Pool,Lift,Power Back Up",₹ 2.84 Cr - ₹ 4.66 Cr,,,"3 Towers , 182 Units",https://www.magicbricks.com/propertyDetails/4-BHK-2350-Sq-ft-Villa-FOR-Rent-Neeladri-nagar-in-Bangalore&id=4d423637363639313933,,,2.0,1.0,Study,,"1 Covered, 1 Open",24 Hours Available,No/Rare Powercut,,,,,,,,,,,,,,,,,,
2 BHK  1100 Sq-ft For Rent in,"₹35,000","Sector 2 HSR Layout, Bangalore",2.0,2.0,,1000sqftsqftsqyrdsqmacrebighahectaremarlakanalbiswa1biswa2groundaankadamroodchatakkottahmarlacentperchgunthaarekathagajkillakuncham₹35/sqft,,,,Immediately,East,Semi-Furnished,5 to 10 years,"₹35,000|₹1,000Monthly Maintenance","HSR Layout, Sector 2 HSR Layout, Bangalore - South, Karnataka",SECOND Sector,Semi-Furnished,Vitrified,Main Road,5 to 10 years,,,,,,https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Rent-HSR-Layout-Sector-2-in-Bangalore&id=4d423833343032333133,,₹1.0 Lac,2.0,,None of these,,,24 Hours Available,No/Rare Powercut,1.0,,,,,,,,,,,,,,,,,
